1,1.4372,1.2828,1.9234,1.1795,-0.44321,-0.42591,3.5672,7.2178,7.5797,7.4414,7.6395,7.6766,7.6769,7.5252,8.5862
2,1.8292,2.2274,1.389,2.45,2.7861,2.7101,1.4261,7.2178,7.5797,7.4414,7.6395,7.6766,7.6769,7.5252,8.5862
3,-2.7243,-0.44425,0,0,-1.4682,-1.461,-3.8764,7.2178,7.5797,0,0,7.6766,7.6769,7.5252,8.5862
4,3.5696,4.3283,3.1899,4.5208,4.6687,4.6182,4.135,7.2178,7.5797,7.4414,7.6395,7.6766,7.6769,7.5252,8.5862
5,-579.4,0.27019,-422.23,-5.8655,-0.45687,-0.45198,-1.1525,7.2178,7.5797,7.4414,7.6395,7.6766,7.6769,7.5252,8.5862
6,798.04,7.1226,418.2,1.0455,-0.44199,-0.43835,29.803,7.2178,7.5797,7.4414,7.6395,7.6766,7.6769,7.5252,8.5862
7,198.36,-0.17772,0,0,-0.53399,-0.52834,4.0611,7.2178,7.5797,0,0,7.6766,7.6769,7.5252,8.5862
8,-264.29,-6.2901,0,0,-0.57376,-0.56888,-20.729,7.2178,7.5797,0,0,7.6766,7.6769,7.5252,8.5862
9,-155.41,-5.2889,0,0,-0.56574,-0.56337,-17.245,7.2178,7.5797,0,0,7.6766,7.6769,7.5252,8.5862
10,4.232,0.0072259,0,0,-0.55471,-0.55422,4.3534,7.2178,7.5797,0,0,7.6766,7.6769,7.5252,8.5862
11,-2.8902,-1.3843,0,0,-0.19413,-0.22677,-1.1965,7.2178,7.5797,0,0,7.6766,7.6769,7.5252,8.5862
12,1.6749,2.1714,0,0,3.8492,3.6924,1.0129,7.2178,7.5797,0,0,7.6766,7.6769,7.5252,8.5862
13,6.7596,6.7072,0,0,0.12361,0.12512,5.665,7.2178,7.5797,0,0,7.6766,7.6769,7.5252,8.5862
14,2.5787,-0.93646,0,0,0.23541,0.19274,0.74084,7.2178,7.5797,0,0,7.6766,7.6769,7.5252,8.5862
15,-5.8547,-6.5198,0,0,-3.5825,-3.3882,-6.5391,7.2178,7.5797,0,0,7.6766,7.6769,7.5252,8.5862
16,0.24909,-0.065448,0,0,-0.28899,-0.31753,1.067,7.2178,7.5797,0,0,7.6766,7.6769,7.5252,8.5862
17,0.72017,1.77,0,0,2.2182,2.1606,1.7361,7.2178,7.5797,0,0,7.6766,7.6769,7.5252,8.5862
18,0.58242,-0.13688,0,0,0.25169,0.28582,-1.2524,7.2178,7.5797,0,0,7.6766,7.6769,7.5252,8.5862
19,-0.35469,0.033378,0,0,0.55677,0.45622,0.29238,7.2178,7.5797,0,0,7.6766,7.6769,7.5252,8.5862
20,-0.5531,-1.7332,0,0,-2.8063,-2.6186,-1.693,7.2178,7.5797,0,0,7.6766,7.6769,7.5252,8.5862
21,-72.65,-8.1696,-55.751,-9.7232,-1.074,-1.0875,-7.4286,7.2178,7.5797,7.4414,7.6395,7.6766,7.6769,7.5252,8.5862
22,89.503,-12.55,-16.072,-14.026,-1.0664,-1.0788,-33.785,7.2178,7.5797,7.4414,7.6395,7.6766,7.6769,7.5252,8.5862
23,-34.145,-2.2454,6.0485,-1.3512,-0.93526,-0.94743,-5.7081,7.2178,7.5797,7.4414,7.6395,7.6766,7.6769,7.5252,8.5862
24,-17.025,7.6819,44.013,9.1824,-0.92125,-0.92732,28.757,7.2178,7.5797,7.4414,7.6395,7.6766,7.6769,7.5252,8.5862
25,36.746,6.446,46.182,6.9027,-0.98114,-0.97953,22.453,7.2178,7.5797,7.4414,7.6395,7.6766,7.6769,7.5252,8.5862
26,-20.278,-7.5465,-45.611,-7.0961,-1.0081,-1.002,-36.056,7.2178,7.5797,7.4414,7.6395,7.6766,7.6769,7.5252,8.5862
27,13.644,8.2778,12.176,7.4517,-1.1234,-1.1289,25.458,7.2178,7.5797,7.4414,7.6395,7.6766,7.6769,7.5252,8.5862
28,15.579,2.6725,0,0,-0.22401,-0.29985,3.5137,7.2178,7.5797,0,0,7.6766,7.6769,7.5252,8.5862
29,7.5833,8.0109,8.954,8.2572,3.5318,3.4721,7.211,7.2178,7.5797,7.4414,7.6395,7.6766,7.6769,7.5252,8.5862
30,-3.562,-4.2905,-6.2617,-5.0654,-3.1624,-2.8709,-4.8255,7.2178,7.5797,7.4414,7.6395,7.6766,7.6769,7.5252,8.5862
31,3.0574,3.9532,4.4273,4.3467,7.1517,6.8883,5.6987,7.2178,7.5797,7.4414,7.6395,7.6766,7.6769,7.5252,8.5862
32,0.53057,0.72428,0.83205,0.72262,1.3861,1.2637,-1.0796,7.2178,7.5797,7.4414,7.6395,7.6766,7.6769,7.5252,8.5862
33,-0.078272,-0.026349,0,0,0.3784,0.39157,0.66333,7.2178,7.5797,0,0,7.6766,7.6769,7.5252,8.5862
34,-1.2134,-1.9264,-1.3788,-2.0491,-0.83033,-0.77906,-2.8964,7.2178,7.5797,7.4414,7.6395,7.6766,7.6769,7.5252,8.5862
35,-0.24656,0.0926,-0.98497,0.31356,0.043031,0.027852,-0.44993,7.2178,7.5797,7.4414,7.6395,7.6766,7.6769,7.5252,8.5862
36,0.33921,0.39145,0,0,0.040213,0.031399,0.66979,7.2178,7.5797,0,0,7.6766,7.6769,7.5252,8.5862
